"usgs_site","catchment_area","Date_rct","pctburn_rct","areaburn_rct","Date_lg","pctburn_lg","areaburn_lg","Event_ID_lg","Event_ID_rct","Incid_Name_lg","Incid_Name_rct","number_fires","total_area_burned","number_wwtp","dominant_lulc"
"USGS-10166430",69.8,1999-07-24,0.000703547258902395,0.0491075986713872,1999-07-24,0.000703547258902395,0.0491075986713872,"UT4038711210219990724","UT4038711210219990724","LONG RIDGE","LONG RIDGE",1,0,NA,"Shrub; Scrub"
"USGS-10167170",19.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-10167499",71,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-10167800",97.6,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-10168000",104.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-10168499",129.6,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-10169999",60,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-10172640",238.2,2000-07-05,0.0001596000466046,0.0380167311012158,2000-07-05,0.0001596000466046,0.0380167311012158,"UT4066811223520000705","UT4066811223520000705","BORROW PIT","BORROW PIT",1,0,1,"Shrub; Scrub"
"USGS-10172765",9.4,2013-08-10,0.0352313949389287,0.33117511242593,2013-08-10,0.0352313949389287,0.33117511242593,"UT4034111267020130810","UT4034111267020130810","PATCH SPRINGS","PATCH SPRINGS",1,0.3,NA,"Evergreen Forest"
"USGS-10172800",16.8,2007-09-03,0.0298705362691196,0.501825009321209,2007-09-03,0.0298705362691196,0.501825009321209,"UT4049111263320070903","UT4049111263320070903","BIG CREEK","BIG CREEK",1,0.5,NA,"Evergreen Forest"
"USGS-10172870",32.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-10172875",22.6,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-10172952",24,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-10205030",150.7,2016-07-23,0.00325945163916589,0.4911993620223,2016-07-23,0.00325945163916589,0.4911993620223,"UT3905011157820160723","UT3905011157820160723","PORCUPINE","PORCUPINE",1,0.5,NA,"Shrub; Scrub"
"USGS-10215700",27.1,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-10215900",76.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-10219200",72.8,2014-07-24,0.121272772174847,8.82865781432885,2014-07-24,0.121272772174847,8.82865781432885,"UT3953011186520140724","UT3953011186520140724","LEVAN","LEVAN",1,8.8,NA,"Shrub; Scrub"
"USGS-10224100",14.7,2012-06-27,1.00229340075083,14.7337129910372,2012-06-27,1.00229340075083,14.7337129910372,"UT3932911237920120627","UT3932911237920120627","CLAY SPRINGS","CLAY SPRINGS",1,14.7,NA,"Shrub; Scrub"
"USGS-10241470",34.3,2017-06-17,0.721883905045888,24.7606179430739,2017-06-17,0.721883905045888,24.7606179430739,"UT3771811283720170617","UT3771811283720170617","BRIANHEAD","BRIANHEAD",1,24.8,NA,"Grassland; Herbaceous"
"USGS-10242000",211.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-10242300",154.6,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-13077700",20.3,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-411316112132201",31.2,2008-04-18,0.0483898591734298,1.50976360621101,2008-04-18,0.0483898591734298,1.50976360621101,"UT4122011218220080418","UT4122011218220080418","PINTAIL FLAT","PINTAIL FLAT",1,1.5,1,"Emergent Herbaceous Wetlands"
"USGS-06620000",3681.7,2020-10-14,1.704898134439e-05,0.0627692346156407,2016-06-19,0.0148358464991372,54.6211360558735,"CO4095810663420160619","CO4020310623920201014","BEAVER CREEK","EAST TROUBLESOME",6,111.7,1,"Shrub; Scrub"
"USGS-06700000",4202.9,2018-06-28,0.0126696963789553,53.2494669111112,2002-06-08,0.0341439785989787,143.503727653648,"CO3922010528720020608","CO3905510606920180628","HAYMAN","WESTON PASS",3,203.5,3,"Grassland; Herbaceous"
"USGS-06701550",21.8,2002-06-08,0.84580580467164,18.4385665418418,2002-06-08,0.84580580467164,18.4385665418418,"CO3922010528720020608","CO3922010528720020608","HAYMAN","HAYMAN",2,20.7,NA,"Grassland; Herbaceous"
"USGS-06701900",5248.9,2018-06-28,0.0101448811962718,53.2494669111112,2002-06-08,0.0973833761855591,511.155603260381,"CO3922010528720020608","CO3905510606920180628","HAYMAN","WESTON PASS",5,612.2,5,"Grassland; Herbaceous"
"USGS-06706400",803.8,2002-04-23,0.0104644431787042,8.41131942704243,2000-06-12,0.0437842814220552,35.193805407048,"CO3940110536120000612","CO3942310550620020423","HIGH MEADOWS","SNAKING",2,43.6,2,"Evergreen Forest"
"USGS-06706600",8.3,2000-06-12,0.366153704240003,3.03907574519203,2000-06-12,0.366153704240003,3.03907574519203,"CO3940110536120000612","CO3940110536120000612","HIGH MEADOWS","HIGH MEADOWS",2,3,NA,"Evergreen Forest"
"USGS-06706800",124.5,2000-06-12,0.00314663693794,0.391756298773531,1996-05-18,0.205638151648635,25.601949880255,"CO3937210525219960518","CO3940110536120000612","BUFFALO CREEK","HIGH MEADOWS",2,26,NA,"Evergreen Forest"
"USGS-06708000",6795.5,2018-06-28,0.00783598953882882,53.2494669111112,2002-06-08,0.0770039446941681,523.280306169219,"CO3922010528720020608","CO3905510606920180628","HAYMAN","WESTON PASS",9,732.9,9,"Evergreen Forest"
"USGS-06709000",723.7,2003-10-29,3.10788603149359e-06,0.00224917712099191,2001-09-26,7.22365105612862e-05,0.0522775626932028,"CO3934910490620010926","CO3947710493720031029","MVD PSFRXASST 4","CHEROKEE RANCH",2,0.1,4,"Evergreen Forest"
"USGS-06709500",785.4,2003-10-29,0.0042386844029859,3.32906273010512,2003-10-29,0.0042386844029859,3.32906273010512,"CO3947710493720031029","CO3947710493720031029","CHEROKEE RANCH","CHEROKEE RANCH",2,3.4,5,"Evergreen Forest"
"USGS-06709530",824.8,2003-10-29,0.00461189730009876,3.80389289312146,2003-10-29,0.00461189730009876,3.80389289312146,"CO3947710493720031029","CO3947710493720031029","CHEROKEE RANCH","CHEROKEE RANCH",2,3.9,5,"Evergreen Forest"
"USGS-06710000",7959.4,2018-06-28,0.00669013580308958,53.2494669111112,2002-06-08,0.0657436874851395,523.280306169219,"CO3922010528720020608","CO3905510606920180628","HAYMAN","WESTON PASS",10,736.7,15,"Evergreen Forest"
"USGS-06710245",8017.7,2018-06-28,0.00664148906932303,53.2494669111112,2002-06-08,0.0652656380469735,523.280306169219,"CO3922010528720020608","CO3905510606920180628","HAYMAN","WESTON PASS",10,736.7,15,"Evergreen Forest"
"USGS-06710247",8017.7,2018-06-28,0.00664148906932303,53.2494669111112,2002-06-08,0.0652656380469735,523.280306169219,"CO3922010528720020608","CO3905510606920180628","HAYMAN","WESTON PASS",10,736.7,15,"Evergreen Forest"
"USGS-06711565",8771.8,2018-06-28,0.00607052907169694,53.2494669111112,2002-06-08,0.0596548377948904,523.280306169219,"CO3922010528720020608","CO3905510606920180628","HAYMAN","WESTON PASS",10,736.7,28,"Evergreen Forest"
"USGS-06711590",8796.3,2018-06-28,0.00605362105784378,53.2494669111112,2002-06-08,0.0594886834429498,523.280306169219,"CO3922010528720020608","CO3905510606920180628","HAYMAN","WESTON PASS",10,736.7,28,"Evergreen Forest"
"USGS-06713000",1003.3,2013-06-11,0.000151107240126604,0.151605894019021,2011-03-24,0.00470554453719725,4.72107283417,"CO3940010473020110324","CO3901210474920130611","BURNING TREE","BLACK FOREST",3,5.5,9,"Grassland; Herbaceous"
"USGS-06713300",1043.2,2013-06-11,0.000145327735831117,0.151605894019021,2011-03-24,0.00452556828428873,4.72107283417,"CO3940010473020110324","CO3901210474920130611","BURNING TREE","BLACK FOREST",3,5.5,9,"Grassland; Herbaceous"
"USGS-06713500",1056.4,2013-06-11,0.000143511826977491,0.151605894019021,2011-03-24,0.0044690201005017,4.72107283417,"CO3940010473020110324","CO3901210474920130611","BURNING TREE","BLACK FOREST",3,5.5,9,"Grassland; Herbaceous"
"USGS-06714000",9991.1,2018-06-28,0.00532969011531375,53.2494669111112,2002-06-08,0.0523746440501266,523.280306169219,"CO3922010528720020608","CO3905510606920180628","HAYMAN","WESTON PASS",12,742.2,38,"Evergreen Forest"
"USGS-06714130",10041.6,2018-06-28,0.00530288668251187,53.2494669111112,2002-06-08,0.0521112478259659,523.280306169219,"CO3922010528720020608","CO3905510606920180628","HAYMAN","WESTON PASS",12,742.2,38,"Evergreen Forest"
"USGS-06714215",10067.9,2018-06-28,0.0052890341492378,53.2494669111112,2002-06-08,0.0519751195551425,523.280306169219,"CO3922010528720020608","CO3905510606920180628","HAYMAN","WESTON PASS",12,742.2,39,"Evergreen Forest"
"USGS-06720500",12204.4,2018-06-28,0.00436313681222438,53.2494669111112,2002-06-08,0.0428763647675608,523.280306169219,"CO3922010528720020608","CO3905510606920180628","HAYMAN","WESTON PASS",13,748.9,50,"Evergreen Forest"
"USGS-06721000",13067.2,2018-06-28,0.00407504797593296,53.2494669111112,2002-06-08,0.0400453277036564,523.280306169219,"CO3922010528720020608","CO3905510606920180628","HAYMAN","WESTON PASS",14,753.3,56,"Evergreen Forest"
"USGS-06724000",560.1,2020-10-17,0.0228551356884372,12.8011614990937,2020-10-17,0.0228551356884372,12.8011614990937,"CO4015410538220201017","CO4015410538220201017","CALWOOD","CALWOOD",2,16.6,2,"Evergreen Forest"
"USGS-06725450",1089.5,2020-10-17,0.0364973640744568,39.7638781591206,2020-10-17,0.0364973640744568,39.7638781591206,"CO4015410538220201017","CO4015410538220201017","CALWOOD","CALWOOD",6,74.5,5,"Evergreen Forest"
"USGS-06726900",10.7,2010-09-06,0.169734410438213,1.81615819168887,1989-07-09,0.198450663515652,2.12342209961747,"CO4001510539719890709","CO4005110538520100906","SUNNYSIDE","FOURMILE CANYON",2,3.9,NA,"Evergreen Forest"
"USGS-06727000",264.5,2010-09-06,0.0068588268804959,1.81415970989117,1989-07-09,0.0207000550539537,5.47516456177076,"CO4001510539719890709","CO4005110538520100906","SUNNYSIDE","FOURMILE CANYON",2,7.3,2,"Evergreen Forest"
"USGS-06727500",62.8,2010-09-06,0.270681779435338,16.9988157485392,2010-09-06,0.270681779435338,16.9988157485392,"CO4005110538520100906","CO4005110538520100906","FOURMILE CANYON","FOURMILE CANYON",2,17.2,NA,"Evergreen Forest"
"USGS-06730200",798.8,2010-09-06,0.029403226081233,23.4872969936889,2010-09-06,0.029403226081233,23.4872969936889,"CO4005110538520100906","CO4005110538520100906","FOURMILE CANYON","FOURMILE CANYON",4,34.3,4,"Evergreen Forest"
"USGS-06730500",1180.4,2010-09-06,0.0198977439797432,23.4872969936889,2010-09-06,0.0198977439797432,23.4872969936889,"CO4005110538520100906","CO4005110538520100906","FOURMILE CANYON","FOURMILE CANYON",5,34.4,10,"Evergreen Forest"
"USGS-06731000",2533.6,2020-10-17,0.0156946156295866,39.7638781591206,2020-10-17,0.0156946156295866,39.7638781591206,"CO4015410538220201017","CO4015410538220201017","CALWOOD","CALWOOD",9,108.9,22,"Evergreen Forest"
"USGS-06741510",1392.9,2020-08-13,0.189012903789742,263.276073688731,2020-08-13,0.189012903789742,263.276073688731,"CO4060910587920200813","CO4060910587920200813","CAMERON PEAK","CAMERON PEAK",5,407.8,5,"Evergreen Forest"
"USGS-06744000",2151.9,2020-08-13,0.122345868157782,263.276073688731,2020-08-13,0.122345868157782,263.276073688731,"CO4060910587920200813","CO4060910587920200813","CAMERON PEAK","CAMERON PEAK",6,425.4,11,"Evergreen Forest"
"USGS-06751150",917.4,2018-03-16,0.00592823576925173,5.43856349471153,2017-04-06,0.00696982261130015,6.39411526360676,"CO4087610555120170406","CO4086310554820180316","RED FEATHER","RED FEATHER RX",2,11.8,NA,"Evergreen Forest"
"USGS-06751490",1398,2020-08-13,0.0102384871426282,14.3134050253942,2020-08-13,0.0102384871426282,14.3134050253942,"CO4060910587920200813","CO4060910587920200813","CAMERON PEAK","CAMERON PEAK",4,29.4,NA,"Evergreen Forest"
"USGS-06752000",2730.8,2020-08-13,0.204176089215124,557.56406442866,2020-08-13,0.204176089215124,557.56406442866,"CO4060910587920200813","CO4060910587920200813","CAMERON PEAK","CAMERON PEAK",7,838.6,NA,"Evergreen Forest"
"USGS-06752260",2974.2,2020-08-13,0.187466903513099,557.56406442866,2020-08-13,0.187466903513099,557.56406442866,"CO4060910587920200813","CO4060910587920200813","CAMERON PEAK","CAMERON PEAK",8,911.4,1,"Evergreen Forest"
"USGS-06752280",3217,2020-08-13,0.173318018162468,557.56406442866,2020-08-13,0.173318018162468,557.56406442866,"CO4060910587920200813","CO4060910587920200813","CAMERON PEAK","CAMERON PEAK",8,911.4,3,"Evergreen Forest"
"USGS-06752500",4842.9,2020-08-13,0.115130203892019,557.56406442866,2020-08-13,0.115130203892019,557.56406442866,"CO4060910587920200813","CO4060910587920200813","CAMERON PEAK","CAMERON PEAK",10,925.3,14,"Evergreen Forest"
"USGS-06754000",25016.5,2020-10-17,0.00158950605237026,39.7638781591206,2020-08-13,0.0328119496375304,820.840138107279,"CO4060910587920200813","CO4015410538220201017","CAMERON PEAK","CALWOOD",36,2212.9,112,"Evergreen Forest"
"USGS-06756995",33792.1,2020-10-17,0.00117672113183616,39.7638781591206,2020-08-13,0.0242908886428271,820.840138107279,"CO4060910587920200813","CO4015410538220201017","CAMERON PEAK","CALWOOD",41,2261.9,121,"Grassland; Herbaceous"
"USGS-06758500",34208.5,2020-10-17,0.00116239759589344,39.7638781591206,2020-08-13,0.0239952099071073,820.840138107279,"CO4060910587920200813","CO4015410538220201017","CAMERON PEAK","CALWOOD",41,2261.9,121,"Grassland; Herbaceous"
"USGS-06759500",37887.4,2020-10-17,0.00104952776276864,39.7638781591206,2020-08-13,0.0216652538339205,820.840138107279,"CO4060910587920200813","CO4015410538220201017","CAMERON PEAK","CALWOOD",41,2261.9,125,"Grassland; Herbaceous"
"USGS-06759910",42424.3,2020-10-17,0.00093729014171408,39.7638781591206,2020-08-13,0.0193483484254844,820.840138107279,"CO4060910587920200813","CO4015410538220201017","CAMERON PEAK","CALWOOD",45,2347.3,127,"Grassland; Herbaceous"
"USGS-06764000",58966.5,2020-10-17,0.000674346928495343,39.7638781591206,2020-08-13,0.013920448697265,820.840138107279,"CO4060910587920200813","CO4015410538220201017","CAMERON PEAK","CALWOOD",54,2501.8,141,"Grassland; Herbaceous"
"USGS-07094500",6365.5,2019-09-08,0.00396910749619503,25.2653537670295,2016-07-08,0.0114035459344633,72.5892716458258,"CO3829210583320160708","CO3840910600420190908","HAYDEN PASS","DECKER",4,116.9,4,"Evergreen Forest"
"USGS-07096000",6531.1,2019-09-08,0.00386846836934505,25.2653537670295,2016-07-08,0.0111144021138592,72.5892716458258,"CO3829210583320160708","CO3840910600420190908","HAYDEN PASS","DECKER",5,128.7,4,"Evergreen Forest"
"USGS-07096250",705.3,2018-06-29,0.00810942655735644,5.7195785509035,2018-06-29,0.00810942655735644,5.7195785509035,"CO3881510530620180629","CO3881510530620180629","CHATEAU","CHATEAU",2,10.2,1,"Evergreen Forest"
"USGS-07096500",1129.4,2018-06-29,0.00506426292801797,5.7195785509035,2018-06-29,0.00506426292801797,5.7195785509035,"CO3881510530620180629","CO3881510530620180629","CHATEAU","CHATEAU",3,13.2,2,"Evergreen Forest"
"USGS-07097000",10239.5,2019-09-08,0.00246744018428922,25.2653537670295,2016-07-08,0.00708914220868459,72.5892716458258,"CO3829210583320160708","CO3840910600420190908","HAYDEN PASS","DECKER",11,225.9,8,"Evergreen Forest"
"USGS-07099085",90.3,2016-02-20,0.047110167742848,4.25404814717917,2016-02-20,0.047110167742848,4.25404814717917,"CO3858610485820160220","CO3858610485820160220","SULLIVAN PARK","SULLIVAN PARK",2,8.1,NA,"Evergreen Forest"
"USGS-07099100",554.4,2016-02-20,0.00767324701872145,4.25404814717917,2016-02-20,0.00767324701872145,4.25404814717917,"CO3858610485820160220","CO3858610485820160220","SULLIVAN PARK","SULLIVAN PARK",2,8.2,NA,"Evergreen Forest"
"USGS-07099230",162.9,2018-02-24,0.0791572997146509,12.8947241235166,2008-04-16,0.0996024042472472,16.2252316518766,"CO3861310485820080416","CO3849510481220180224","TA-25","APACHE COMPLEX",4,39.3,NA,"Evergreen Forest"
"USGS-07099235",187.6,2018-02-24,0.105808904723425,19.8497505261145,2018-02-24,0.105808904723425,19.8497505261145,"CO3849510481220180224","CO3849510481220180224","APACHE COMPLEX","APACHE COMPLEX",4,46.2,NA,"Evergreen Forest"
"USGS-07099400",11940.3,2019-09-08,0.00211597311349208,25.2653537670295,2016-07-08,0.00607935074041907,72.5892716458258,"CO3829210583320160708","CO3840910600420190908","HAYDEN PASS","DECKER",17,339.1,9,"Evergreen Forest"
"USGS-07099973",12252.8,2019-09-08,0.00206200654275182,25.2653537670295,2016-07-08,0.00592430070235586,72.5892716458258,"CO3829210583320160708","CO3840910600420190908","HAYDEN PASS","DECKER",17,340.2,10,"Evergreen Forest"
"USGS-07103940",387.8,2013-06-11,0.0242238515615507,9.39400963556937,2012-06-23,0.0469980034719202,18.2258257464107,"CO3888410493320120623","CO3901210474920130611","WALDO CANYON","BLACK FOREST",2,27.6,4,"Evergreen Forest"
"USGS-07103970",466.6,2013-06-11,0.0521919850768362,24.3527802368518,2013-06-11,0.0521919850768362,24.3527802368518,"CO3901210474920130611","CO3901210474920130611","BLACK FOREST","BLACK FOREST",2,42.6,6,"Evergreen Forest"
"USGS-07104000",529.2,2013-06-11,0.0474308591000354,25.1004106357388,2013-06-11,0.0474308591000354,25.1004106357388,"CO3901210474920130611","CO3901210474920130611","BLACK FOREST","BLACK FOREST",2,45.6,6,"Evergreen Forest"
"USGS-07104905",612,2013-06-11,0.0410137428688542,25.1004106357388,2012-06-23,0.053384380706115,32.6712409921424,"CO3888410493320120623","CO3901210474920130611","WALDO CANYON","BLACK FOREST",2,57.8,7,"Evergreen Forest"
"USGS-07105500",1014,2013-06-11,0.0247538566427404,25.1004106357388,2012-06-23,0.0802028905286205,81.3257309960211,"CO3888410493320120623","CO3901210474920130611","WALDO CANYON","BLACK FOREST",2,106.4,8,"Evergreen Forest"
"USGS-07105530",1079.4,2013-06-11,0.0232540398700563,25.1004106357388,2012-06-23,0.0753434602520114,81.3257309960211,"CO3888410493320120623","CO3901210474920130611","WALDO CANYON","BLACK FOREST",2,106.4,9,"Evergreen Forest"
"USGS-07105800",1313.2,2013-06-11,0.0204517315848582,26.8572139172357,2012-06-23,0.0619294326804913,81.3257309960211,"CO3888410493320120623","CO3901210474920130611","WALDO CANYON","BLACK FOREST",2,108.2,13,"Evergreen Forest"
"USGS-07105940",69.7,2016-01-28,0.000301077575764494,0.0209851070307852,2009-03-03,0.100990452505289,7.03903453961862,"CO3866310477820090303","CO3855210472420160128","QUARRY","IMPACT AREA",4,8.2,NA,"Evergreen Forest"
"USGS-07106000",1760.2,2018-04-08,0.00663546679990447,11.6797486611919,2012-06-23,0.0462025514123515,81.3257309960211,"CO3888410493320120623","CO3871810473120180408","WALDO CANYON","RANGE 5",10,209.5,16,"Evergreen Forest"
"USGS-07106300",2229.8,2018-04-08,0.00523802523149693,11.6797486611919,2012-06-23,0.0364722087164863,81.3257309960211,"CO3888410493320120623","CO3871810473120180408","WALDO CANYON","RANGE 5",16,393.7,17,"Grassland; Herbaceous"
"USGS-07106500",2400.2,2018-04-08,0.00486615642912751,11.6797486611919,2012-06-23,0.033882897673536,81.3257309960211,"CO3888410493320120623","CO3871810473120180408","WALDO CANYON","RANGE 5",16,393.7,17,"Grassland; Herbaceous"
"USGS-07108900",1231.9,2016-10-17,0.0130940450757423,16.1305541288069,2016-10-03,0.0186947742043236,23.0300923423063,"CO3807010495520161003","CO3816110519920161017","BEULAH HILL","JUNKINS",3,45.5,1,"Grassland; Herbaceous"
"USGS-07109500",16187.1,2019-09-08,0.00156083262394311,25.2653537670295,2012-06-23,0.00502410752982444,81.3257309960211,"CO3888410493320120623","CO3840910600420190908","WALDO CANYON","DECKER",30,779.4,29,"Evergreen Forest"
"USGS-07110400",1695.1,2017-02-27,0.0121973897910323,20.6757954347788,2002-05-06,0.0124360483387636,21.0803455390382,"CO3872910454220020506","CO3868410447320170227","MILNE/SQUIRREL","MILNE",9,112.2,3,"Grassland; Herbaceous"
"USGS-07116500",4817.7,2018-06-27,0.0681412652495243,328.284173592633,2018-06-27,0.0681412652495243,328.284173592633,"CO3749610529120180627","CO3749610529120180627","SPRING CREEK","SPRING CREEK",4,377.7,5,"Grassland; Herbaceous"
"USGS-07117000",23720.4,2019-09-08,0.00106513185979281,25.2653537670295,2018-06-27,0.0138397402064313,328.284173592633,"CO3749610529120180627","CO3840910600420190908","SPRING CREEK","DECKER",43,1400.7,39,"Grassland; Herbaceous"
"USGS-07119700",27807.2,2019-09-08,0.000908590356707237,25.2653537670295,2018-06-27,0.0118057256247531,328.284173592633,"CO3749610529120180627","CO3840910600420190908","SPRING CREEK","DECKER",44,1419.3,40,"Grassland; Herbaceous"
"USGS-07120620",41.6,2011-06-05,0.0124119866274825,0.516338643703271,2011-06-05,0.0124119866274825,0.516338643703271,"CO3756710383820110605","CO3756710383820110605","BEAR SPRINGS  CALLIE MARIE","BEAR SPRINGS  CALLIE MARIE",2,0.6,NA,"Grassland; Herbaceous"
"USGS-07121500",1347.2,2011-06-05,0.0165029186140411,22.2327319568362,2011-06-05,0.0165029186140411,22.2327319568362,"CO3756710383820110605","CO3756710383820110605","BEAR SPRINGS  CALLIE MARIE","BEAR SPRINGS  CALLIE MARIE",4,37.7,1,"Grassland; Herbaceous"
"USGS-07123000",30804.1,2019-09-08,0.000820194511997737,25.2653537670295,2018-06-27,0.0106571584169845,328.284173592633,"CO3749610529120180627","CO3840910600420190908","SPRING CREEK","DECKER",50,1481.5,43,"Grassland; Herbaceous"
"USGS-07123675",4958.5,2018-04-17,0.00346511489989949,17.1817722311516,2011-03-24,0.00434027463052064,21.5212517554366,"CO3874510365520110324","CO3853910404720180417","KARVAL","EDISON",5,56.3,NA,"Grassland; Herbaceous"
"USGS-07124000",36497.8,2020-04-11,0.00015938655776564,5.81725870801877,2018-06-27,0.00899462908977071,328.284173592633,"CO3749610529120180627","CO3805510340720200411","SPRING CREEK","BENT FORT",58,1553.1,46,"Grassland; Herbaceous"
"USGS-07126200",422.3,2016-03-17,0.00950824907892622,4.01533358603054,2008-07-03,0.0335868131395381,14.1837111888269,"CO3740110409020080703","CO3739510399220160317","UNNAMED","MSR 2",2,18.2,NA,"Grassland; Herbaceous"
"USGS-07126300",4959.8,2018-06-07,0.00109323542766163,5.42222907411617,2002-06-01,0.0140118893485885,69.4961687911291,"CO3701010497920020601","NM3698710394020180607","SPRING","EMERY GAP",11,219.2,3,"Grassland; Herbaceous"
"USGS-07126390",153.9,2020-05-16,0.0485870755448758,7.47755092635639,2011-06-05,0.179066269067335,27.5582988094629,"CO3756710383820110605","CO3751710388820200516","BEAR SPRINGS  CALLIE MARIE","74.5",5,55.1,NA,"Grassland; Herbaceous"
"USGS-07126415",126.9,2011-06-05,0.46378942447723,58.8548779661606,2008-06-07,0.766346687847057,97.2493946877915,"CO3756110376220080607","CO3756710383820110605","BRIDGER","BEAR SPRINGS  CALLIE MARIE",2,156.1,NA,"Grassland; Herbaceous"
"USGS-07126470",1096.7,2020-05-18,0.000259626695427032,0.284732596874826,2016-06-15,0.00500372418814176,5.48758431713507,"CO3746610353820160616","CO3735610351820200518","PLUM CANYON","VILLEGREEN FIRE",6,13.8,NA,"Grassland; Herbaceous"
"USGS-07126480",145.8,2011-06-07,0.0754121312077477,10.9950887300896,2008-06-07,0.486632543167276,70.9510247937889,"CO3756110376220080607","CO3759610365120110607","BRIDGER","CALLIE MARIE",5,128.7,NA,"Grassland; Herbaceous"
"USGS-07126485",7147,2020-05-18,3.98394566776027e-05,0.284732596874826,2008-06-07,0.0263799445292836,188.53746355079,"CO3756110376220080607","CO3735610351820200518","BRIDGER","VILLEGREEN FIRE",22,633.1,3,"Grassland; Herbaceous"
"USGS-07128500",8926.7,2020-05-20,0.00535740724532174,47.8239672568136,2008-06-07,0.0211206228002274,188.53746355079,"CO3756110376220080607","CO3736710345020200520","BRIDGER","CHERRY CANYON",26,786,3,"Grassland; Herbaceous"
"USGS-07130500",47276.6,2020-05-20,0.00101157797423701,47.8239672568136,2018-06-27,0.00694390403693653,328.284173592633,"CO3749610529120180627","CO3736710345020200520","SPRING CREEK","CHERRY CANYON",85,2428.5,50,"Grassland; Herbaceous"
"USGS-07133000",50108.4,2020-05-20,0.000954410183857669,47.8239672568136,2018-06-27,0.00655147986350858,328.284173592633,"CO3749610529120180627","CO3736710345020200520","SPRING CREEK","CHERRY CANYON",87,2444.4,51,"Grassland; Herbaceous"
"USGS-07134100",8423.1,2020-06-15,0.000658096438865371,5.54321211420691,2018-04-17,0.00359117837191193,30.2488545444514,"CO3884110346320180417","CO3844710247720200615","HWY 94","COUNTY RD T",6,77.3,1,"Grassland; Herbaceous"
"USGS-07134180",59560,2020-06-15,9.3069377337255e-05,5.54321211420691,2018-06-27,0.00551182292801601,328.284173592633,"CO3749610529120180627","CO3844710247720200615","SPRING CREEK","COUNTY RD T",93,2521.8,52,"Grassland; Herbaceous"
"USGS-07135000",2086.6,2018-03-04,0.020145098375681,42.034762270696,2018-03-04,0.020145098375681,42.034762270696,"CO3773310232920180304","CO3773310232920180304","RABBIT 22","RABBIT 22",5,66.7,NA,"Grassland; Herbaceous"
"USGS-07203000",897.2,2010-05-23,0.0198066572722029,17.7705329046204,2008-06-19,0.024509663257262,21.9900698744154,"NM3686510484320080619","NM3696310515520100523","WEST FORK","H12",6,83.3,NA,"Evergreen Forest"
"USGS-07203525",1436.8,2010-05-23,0.0123681325895187,17.7705329046204,2008-06-19,0.0153048927299662,21.9900698744154,"NM3686510484320080619","NM3696310515520100523","WEST FORK","H12",9,108.1,NA,"Evergreen Forest"
"USGS-07207000",708.1,2018-05-31,0.085177579387434,60.314243964242,2018-05-31,0.085177579387434,60.314243964242,"NM3655310510320180531","NM3655310510320180531","UTE PARK","UTE PARK",3,61.7,1,"Evergreen Forest"
"USGS-07207500",481.6,2018-05-31,0.0182920827533841,8.80946705402977,2002-06-08,0.533006933810616,256.696139323193,"NM3668210504720020608","NM3655310510320180531","PONIL COMPLEX","UTE PARK",6,317.4,NA,"Evergreen Forest"
"USGS-07211000",2458.1,2019-04-29,8.0571199468703e-08,0.000198052065414019,2002-06-08,0.14315547875048,351.890482316554,"NM3668210504720020608","NM3648010469220190429","PONIL COMPLEX","SULFER RX",18,692.9,2,"Evergreen Forest"
"USGS-07211500",7217,2020-08-22,0.000977728826082662,7.05626893783857,2002-06-08,0.0499375110239099,360.399017059558,"NM3668210504720020608","CO3701810400020200822","PONIL COMPLEX","EAST FORK",34,1010.3,4,"Grassland; Herbaceous"
