"","Stream","Date","Time","Date + Time","Streamflow","Ammonia as N","NH3 DQ","TKN","TKN DQ","Nitrate + Nitrite as N","NO2+NO3 DQ","Phosphate","PO4 DQ","Total Phosphorus","Total Phosphorus Data Qualifier","Chloride","Cl DQ","Sulfate","SO4 DQ","Ion Balance","Color","Color Notes","Alkalinity","Alk DQ","Alk Notes","Carbonate","Bicarbonate","Conductivity","TDS","TDS Notes","TSS","TSS Notes","Fluoride","F DQ","F Notes","pH","Boron","B DQ","B Notes","Calcium","Ca DQ","Ca Notes","Iron","Fe DQ","Magnesium","Mg DQ","Potassium","K DQ","Sodium","Na DQ","Na Notes","Hardness (Ca & Mg)","Hardness Notes","Aluminum","Al DQ","Antimony","Sb DQ","Arsenic","As DQ","As Notes","Barium","Ba DQ","Beryllium","Be DQ","Cadmium","Cd DQ","Chromium","Cr DQ","Cr Notes","Cobalt","Co DQ","Copper","Cu DQ","Lead","Pb DQ","Manganese","Mn DQ","Mn Notes","Molybdenum","Mb DQ","Nickel","Ni DQ","Silicon","Si DQ","Silver","Ag DQ","Strontium","Sr DQ","Thallium","Tl DQ","Uranium","Ur DQ","Ur Notes","Vanadium","V DQ","V Notes","Zinc","Zn DQ","Zn Notes","Selenium","Se DQ","Se Notes","Mercury","Hg DQ","TOC","TOC Data Qualifier","TOC Notes"
"341","Indios Creek - Post Fire (Below Burn)",2012-09-26," 11:15:00",2012-09-26 11:15:00,NA,"<0.10",NA,NA,NA,"<0.10",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,NA,"10",NA,39.4,NA,NA,"0",39.4,88,"112",NA,"6",NA,0.54,NA,NA,7.93,"<0.05",NA,NA,8,NA,NA,"0.32",NA,"2",NA,"3",NA,7,NA,NA,"25",NA,0.08,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"5.0000000000000001E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.043,NA,NA,"2E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"342","Indios Creek - Post Fire (Below Burn)",2012-10-23," 10:15:00",2012-10-23 10:15:00,NA,"<0.10",NA,NA,NA,"<0.10",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,NA,"10",NA,34.2,NA,NA,"0",34.2,79,"96",NA,"6",NA,0.58,NA,NA,7.8,"<0.05",NA,NA,7,NA,NA,"0.31",NA,"1",NA,"3",NA,7,NA,NA,NA,NA,0.16,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"4.0000000000000001E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.037,NA,NA,"2E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"343","Indios Creek - Post Fire (Below Burn)",2013-05-09," 12:55:00",2013-05-09 12:55:00,NA,"<0.10",NA,NA,NA,"<0.10",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,NA,"40",NA,37.5,NA,NA,"0",37.5,90,"98",NA,"17",NA,0.56,NA,NA,8.12,"<0.05",NA,NA,8,NA,NA,"1.2",NA,"2",NA,"3",NA,7,NA,NA,NA,NA,1.2,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"3.0000000000000001E-3",NA,NA,"<0.001",NA,"<0.01",NA,"1E-3",NA,0.088,NA,NA,"2E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,"<1.00","B",NA
"344","Indios Creek - Post Fire (Below Burn)",2013-06-18," 14:00:00",2013-06-18 14:00:00,NA,"<0.10",NA,NA,NA,"<0.10",NA,NA,NA,NA,"D, F","<10",NA,"<10",NA,NA,"15","Color analysis was expired before the sample arrived at the laboratory.",36.3,NA,NA,"0",36.3,85.3,"96",NA,"5",NA,0.69,NA,NA,7.83,"<0.05",NA,NA,8,NA,NA,"0.56000000000000005",NA,"1",NA,"3",NA,7,NA,NA,"27",NA,0.17,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.066,NA,NA,"2E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"0.04",NA,NA,"<0.005","C",NA,"<0.0002",NA,"<2.00","A","Initial Blank higher than MDL but less than minimum reporting limit."
"345","Indios Creek - Post Fire (Below Burn)",2013-08-22," 12:30:00",2013-08-22 12:30:00,NA,"<0.10",NA,NA,NA,"<0.10",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,NA,"30",NA,56.3,NA,NA,"0",56.3,128,"120",NA,"6",NA,0.52,"A","Analyte detected in the blank above the MDL (0.0048mg/L) but below the MRL (0.10mg/L)",8.03,"<0.05",NA,NA,14,NA,NA,"0.81",NA,"3",NA,"4",NA,7,NA,NA,NA,NA,0.25,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"3.0000000000000001E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.089,NA,NA,"3.0000000000000001E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005","C",NA,"<0.0002",NA,"4.6100000000000003","A","Initial Calibration Blank was higher than the 0.35mg/L limit as stated in the method, but was lower than the MRL (2mg/L)."
"346","Indios Creek - Post Fire (Below Burn)",2013-09-18," 11:55:00",2013-09-18 11:55:00,NA,"<0.10",NA,NA,NA,"1.1000000000000001",NA,NA,NA,NA,NA,"<10",NA,"17.8",NA,NA,"160",NA,64.2,NA,NA,"0",64.2,174,"202",NA,"89",NA,0.25,NA,NA,8,"<0.05",NA,NA,22,NA,NA,"6.1",NA,"5",NA,"7",NA,8,NA,NA,NA,NA,5.6,NA,"<0.001",NA,"<0.001",NA,NA,"0.2",NA,"<0.001",NA,"<0.001",NA,"6.0000000000000001E-3",NA,NA,"2E-3",NA,"<0.01",NA,"4.0000000000000001E-3",NA,0.16,NA,NA,"2E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"8.0000000000000002E-3",NA,NA,"0.02",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"347","Indios Creek - Post Fire (Below Burn)",2013-10-24," 11:55:00",2013-10-24 11:55:00,NA,"<0.10","F",NA,NA,"<0.10","D, F",NA,NA,NA,NA,"<10",NA,"<10",NA,NA,NA,"Color expired in lab (48 hour hold time). Client will not be billed for color.",46.1,NA,NA,"0",46.1,113,"116",NA,"17",NA,0.47,NA,NA,7.99,"<0.05","C",NA,11,"C",NA,"0.79","C","2","C","3","C",7,"C",NA,NA,NA,0.38,"C","<0.001","C","<0.001","C",NA,"<0.1","C","<0.001","C","<0.001","C","4.0000000000000001E-3","C",NA,"<0.001","C","<0.01","C","<0.001","C",0.14,"C",NA,"2E-3","C","<0.01","C",NA,NA,"<0.001","C",NA,NA,"<0.001","C","<0.001","C",NA,"<0.001","C",NA,"<0.01","C",NA,"<0.005","C",NA,"<0.0002",NA,NA,NA,NA
"348","Indios Creek - Post Fire (Below Burn)",2014-05-14,NA,2014-05-14 00:00:00,NA,"<0.10","F",NA,NA,"0.26",NA,"0.14000000000000001",NA,0.365,NA,"<10",NA,"<10",NA,NA,"60",NA,49.5,NA,NA,"0",49.5,100,"106",NA,"389",NA,0.53,NA,NA,7.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Indios Creek - Post Fire (Below Burn)",2014-06-17," 12:00:00",2014-06-17 12:00:00,NA,"<0.10","F",NA,NA,"<0.10",NA,"7.8E-2",NA,NA,NA,"<10",NA,"<10",NA,NA,"30",NA,36.1,NA,NA,"0",36.1,73.8,"74",NA,"6",NA,0.69,NA,NA,7.88,"<0.05",NA,NA,7,NA,NA,"0.74",NA,"1.5",NA,"3",NA,7,NA,NA,"24",NA,0.21,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.043,NA,NA,"2E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.002",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"350","Indios Creek - Post Fire (Below Burn)",2014-07-08," 10:10:00",2014-07-08 10:10:00,NA,"<0.10",NA,NA,NA,"<0.10",NA,"6.5000000000000002E-2",NA,NA,NA,"<10",NA,"<10",NA,NA,"20",NA,41.4,"A",NA,"0",41.4,88.7,"90",NA,"8",NA,0.64,NA,NA,7.77,"<0.05","C",NA,9,"C",NA,"0.57999999999999996","C","2","C","3","C",8,"C",NA,"30",NA,0.18,"C","<0.001","C","<0.001","C",NA,"<0.1","C","<0.001","C","<0.001","C","2E-3","C",NA,"<0.001","C","<0.01","C","<0.001","C",0.042,"C",NA,"2E-3","C","<0.01","C",NA,NA,"<0.001","C",NA,NA,"<0.001","C","<0.001","C",NA,"<0.002",NA,NA,"<0.01","C",NA,"<0.005","C",NA,"<0.0002",NA,NA,NA,NA
"351","Indios Creek - Post Fire (Below Burn)",2014-08-19," 11:45:00",2014-08-19 11:45:00,NA,"<0.11",NA,NA,NA,"<0.11",NA,"<0.050",NA,NA,NA,"<10",NA,"<10",NA,NA,"25",NA,50.3,"A","LRB was greater than the MDL but less than the MRL.","0",50.3,105,"90",NA,"13",NA,0.5,"A","LRB was greater than the MDL but less than the MRL.",7.87,"<0.05",NA,NA,12,NA,NA,NA,NA,"2.6",NA,NA,NA,NA,NA,NA,"40","Sample digested using SLD Method 41414.",0.28,NA,"<0.001","C","<0.001",NA,NA,"<0.1","C","<0.001","C","<0.001","C","<0.001",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001","C",0.091,NA,NA,"2E-3","C","<0.01",NA,NA,NA,"<0.001","C",NA,NA,"<0.001","C","<0.001","C",NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"352","Indios Creek - Post Fire (Below Burn)",2014-09-17," 11:45:00",2014-09-17 11:45:00,NA,"<0.10","F",NA,NA,"<0.10",NA,"<0.050","LRB was greater than the MDL but less than 10% MRL",NA,NA,"<10",NA,"<10",NA,NA,"35",NA,48.9,"A","LRB was greater than the MDL but less than the MRL.","0",48.9,107,"104",NA,"12",NA,0.5,NA,NA,7.89,"<0.05",NA,NA,11,NA,NA,"1",NA,"2.5",NA,"4",NA,8,NA,NA,"38","Sample digested using SLD Method 41414.",0.59,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,"Sample digested using SLD Method 41414. Chromium digest LRB=0.00096mg/L","<0.001",NA,"<0.01",NA,"<0.001",NA,0.1,NA,NA,"2E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,"Sample digested using SLD Method 41414. Vanadium digest LRB=-0.00084mg/L","<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"353","Indios Creek - Post Fire (Below Burn)",2014-10-14," 12:20:00",2014-10-14 12:20:00,NA,"<0.10","F",0.8,NA,"0.11",NA,"<0.050","LRB was greater than the MDL but less than the MRL",NA,NA,"<10",NA,"<10",NA,NA,"15",NA,45.6,"A","LRB was greater than the MDL but less than the MRL.","0",45.6,104,"110",NA,"11",NA,0.52,"A","CCB was greater than the MDL but less than the MRL.",7.89,"<0.05",NA,NA,10,NA,NA,"0.71",NA,"2.2999999999999998",NA,"3",NA,8,NA,"Sample digested using SLD Method 41414.","35","Sample digested using SLD Method 41414. Calcium LRB = -0.112 mg/L.",0.36,"C","<0.001","C","<0.001","C",NA,"<0.1","C","<0.001","C","<0.001","C","<0.001","C",NA,"<0.001","C","<0.01","C","<0.001","C",0.11,NA,"Sample digested using SLD Method 41414.","2E-3","C","<0.01","C",NA,NA,"<0.001","C",NA,NA,"<0.001","C","<0.001","C",NA,"<0.001","C",NA,"<0.01","C","Sample digested using SLD Method 41414.","<0.005","D, F","Sample digested using SLD Method 41414. Selenium digest LFM = 42.0%.","<0.0002",NA,NA,NA,NA
"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","Indios Creek - above burn",2011-08-01," 11:00:00",2011-08-01 11:00:00,NA,"<0.1",NA,NA,NA,"<0.1",NA,NA,NA,0.015,NA,"<10",NA,"<10",NA,NA,"10",NA,24.9,NA,NA,"0",31.4,61.6,"100",NA,"3",NA,0.56,NA,NA,7.74,"<0.05",NA,NA,5,NA,NA,NA,NA,"1.3",NA,"2",NA,6,NA,NA,"18",NA,0.32,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.009,NA,NA,"2E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,"1.42",NA,NA
"356","Indios Creek - above burn",2011-08-15," 12:00:00",2011-08-15 12:00:00,NA,"<0.1",NA,NA,NA,"0.19",NA,NA,NA,0.037,NA,"<10",NA,"<10",NA,NA,"10",NA,28.2,NA,NA,"0",34.5,58.1,"96",NA,"4",NA,0.59,NA,NA,7.68,"<0.05",NA,NA,6,NA,NA,NA,NA,"1.5",NA,"2",NA,6,NA,NA,"21",NA,0.27,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"3.0000000000000001E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.012,NA,NA,"2E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.005",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,"1.45",NA,NA
"357","Indios Creek - above burn",2011-09-14," 13:00:00",2011-09-14 13:00:00,NA,"<0.1",NA,NA,NA,"0.16",NA,NA,NA,0.063,NA,"<10",NA,"<10",NA,NA,"35",NA,29.2,NA,NA,"0",35.6,60.5,"90",NA,"18",NA,0.47,NA,NA,7.7,"<0.05",NA,NA,6,NA,NA,NA,NA,"2",NA,"3",NA,6,NA,NA,"24",NA,0.68,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"3.0000000000000001E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.046,NA,NA,"1E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,"3.05",NA,NA
"358","Indios Creek - above burn",2011-10-19," 12:30:00",2011-10-19 12:30:00,NA,"<0.1",NA,NA,NA,"0.2",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,NA,"0",NA,24.2,NA,NA,"0",29.5,55.4,"194",NA,"<3",NA,0.57,NA,NA,7.85,"<0.05",NA,NA,5,NA,NA,NA,NA,"1.4",NA,"2",NA,6,NA,NA,"18",NA,0.13,NA,"<0.001",NA,"<0.001",NA,NA,"<0.05",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.009,NA,NA,"2E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,"1.6",NA,NA
"359","Indios Creek - above burn",2011-11-21," 11:00:00",2011-11-21 11:00:00,NA,"<0.1",NA,NA,NA,"0.21",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,NA,"10",NA,26.8,NA,NA,"0",32.7,56.5,"92",NA,"<3",NA,0.47,NA,NA,7.87,"<0.05",NA,NA,5,NA,NA,"0.15",NA,"1.4",NA,"3",NA,7,NA,NA,"36",NA,0.21,NA,"<0.001",NA,"<0.001",NA,NA,"<0.05",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.011,NA,NA,"2E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,"2.0499999999999998",NA,NA
"360","Indios Creek - above burn",2012-04-16," 13:00:00",2012-04-16 13:00:00,NA,"<0.10",NA,NA,NA,"<0.10",NA,NA,NA,0.071,NA,"<10",NA,"<10",NA,NA,"na",NA,26,NA,NA,"0",26,55.8,"92",NA,"15",NA,0.23,NA,NA,7.68,"<0.05",NA,NA,6,NA,NA,"0.86",NA,"2",NA,"2",NA,4,NA,NA,"21",NA,1.7,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"3.0000000000000001E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.029,NA,NA,"<0.001",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"361","Indios Creek - above burn",2012-05-15," 11:15:00",2012-05-15 11:15:00,NA,"<0.10",NA,NA,NA,"0.11",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,NA,"15",NA,29.4,NA,NA,"0",29.4,57.7,"74",NA,"7",NA,0.45,NA,NA,7.78,"<0.05",NA,NA,5,NA,NA,"0.28000000000000003",NA,"2",NA,"2",NA,6,NA,NA,NA,NA,0.41,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"3.0000000000000001E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.02,NA,NA,"1E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,"3.13",NA,NA
"362","Indios Creek - above burn",2012-06-18," 10:45:00",2012-06-18 10:45:00,NA,"<0.10",NA,NA,NA,"0.12",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,NA,"0",NA,30.7,NA,NA,"0",30.7,60.6,"74",NA,"<3",NA,0.54,NA,NA,7.76,"<0.05",NA,NA,5,NA,NA,"0.11",NA,"1",NA,"3",NA,7,NA,NA,NA,NA,0.15,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.007,NA,NA,"2E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"363","Indios Creek - above burn",2012-07-17," 10:45:00",2012-07-17 10:45:00,NA,"<0.10",NA,NA,NA,"0.13",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,NA,"0",NA,28.4,NA,NA,"0",28.4,57.7,"74",NA,"<3",NA,0.53,NA,NA,7.57,"<0.05",NA,NA,5,NA,NA,"7.0000000000000007E-2",NA,"1",NA,"2",NA,7,NA,NA,"16",NA,0.08,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.006,NA,NA,"2E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,">0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"364","Indios Creek - above burn",2012-08-15," 11:45:00",2012-08-15 11:45:00,NA,"<0.10",NA,NA,NA,"0.24",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,NA,"5",NA,31.5,NA,NA,"0",31.5,62.4,"80",NA,"<3",NA,0.44,NA,NA,7.72,"<0.05",NA,NA,5,NA,NA,"0.06",NA,"1",NA,"2",NA,7,NA,NA,"18",NA,0.07,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.004,NA,NA,"1E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"365","Indios Creek - above burn",2012-09-26," 11:30:00",2012-09-26 11:30:00,NA,"<0.10",NA,NA,NA,"0.18",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,NA,"5",NA,29.4,NA,NA,"0",29.4,64.5,"82",NA,"5",NA,0.48,NA,NA,7.82,"<0.05",NA,NA,5,NA,NA,"0.06",NA,"1",NA,"2",NA,6,NA,NA,"17",NA,0.05,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.004,NA,NA,"2E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"366","Indios Creek - above burn",2012-10-23," 11:00:00",2012-10-23 11:00:00,NA,"<0.10",NA,NA,NA,"0.2",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,NA,"5",NA,28.7,NA,NA,"0",28.7,60.4,"96",NA,"<3",NA,0.52,NA,NA,7.71,"<0.05",NA,NA,5,NA,NA,"0.05",NA,"1",NA,"2",NA,7,NA,NA,"17",NA,0.06,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.005,NA,NA,"1E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"367","Indios Creek - above burn",2013-05-09," 13:15:00",2013-05-09 13:15:00,NA,"<0.10",NA,NA,NA,"0.19",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,NA,"0",NA,27.4,NA,NA,"0",27.4,59.4,"72",NA,"<3",NA,0.53,NA,NA,7.84,"<0.05",NA,NA,4,NA,NA,"0.1",NA,"1",NA,"2",NA,7,NA,NA,NA,NA,0.14,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.006,NA,NA,"2E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005","C",NA,"<0.0002",NA,"<1.00","B",NA
"368","Indios Creek - above burn",2013-06-18," 13:45:00",2013-06-18 13:45:00,NA,"<0.10",NA,1.11,"D, F","0.15",NA,NA,NA,NA,"D, F","<10",NA,"<10",NA,NA,"0","Color analysis was expired before the sample arrived at the laboratory.",28.5,NA,NA,"0",28.5,59.2,"62",NA,"<3",NA,0.6,NA,NA,7.87,"<0.05",NA,NA,4,NA,NA,"0.06",NA,"1",NA,"2",NA,6,NA,NA,"15",NA,0.07,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.003,NA,NA,"2E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,"<2.00","A","Initial Blank higher than MDL but less than minimum reporting limit."
"369","Indios Creek - above burn",2014-05-14,NA,2014-05-14 00:00:00,NA,"<0.10","F",NA,NA,"0.19",NA,"6.9000000000000006E-2",NA,NA,NA,NA,"Chloride expired due to lab error.","<10.0",NA,NA,"50",NA,29.7,NA,NA,"0",29.7,65.8,"84",NA,"56",NA,NA,NA,NA,7.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","Indios Creek - above burn",2014-06-17," 13:25:00",2014-06-17 13:25:00,NA,"<0.10","F",NA,NA,"0.19",NA,"1.7999999999999999E-2",NA,NA,NA,"<10",NA,"<10",NA,NA,"5",NA,29,NA,NA,"0",29,55.4,"68",NA,"<3",NA,0.59,NA,NA,7.78,"<0.05",NA,NA,4,NA,NA,"0.08",NA,"1.1000000000000001",NA,"2",NA,7,NA,NA,"16",NA,0.09,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.006,NA,NA,"2E-3",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.002",NA,NA,"<0.01",NA,NA,"<0.005","C",NA,"<0.0002",NA,NA,NA,NA
